,acd05,acd04,acd01,acd02,acd06,acd03
convincing,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
convoying,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
convulsion,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
convulsively,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
cookshop,1e-10,1e-10,1e-10,1e-10,2.0,1e-10
cooler,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
coom,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
coop,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
copies,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
coppers,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
copyright,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
corbett,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
cordiality,1e-10,1e-10,1e-10,1e-10,2.0,1e-10
corduroy,1e-10,1e-10,1e-10,1e-10,2.0,1e-10
corisco,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
corncrake,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
corned,1e-10,1e-10,1e-10,1e-10,2.0,1e-10
cornish,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
correspondence,1e-10,1e-10,1e-10,1e-10,3.0,1e-10
correspondent,1e-10,1e-10,1e-10,1e-10,2.0,1.0
correspondents,1e-10,1e-10,1e-10,1e-10,2.0,1e-10
corroded,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
corrugated,1e-10,1e-10,1e-10,1e-10,2.0,1e-10
cosy,1e-10,1e-10,1e-10,1e-10,2.0,1e-10
cough,1e-10,1e-10,1e-10,1e-10,1.0,2.0
countenances,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
counthry,1e-10,1e-10,1e-10,1e-10,2.0,1e-10
couples,1e-10,1e-10,1e-10,1e-10,4.0,1e-10
courageous,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
coursed,1e-10,1e-10,1e-10,1e-10,1.0,1.0
covent,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
cowrie,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
cowslip,1e-10,1e-10,1e-10,1e-10,6.0,1e-10
coxcomb,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
crackings,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
cram,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
cramped,1e-10,1e-10,1e-10,1e-10,1.0,1.0
cranium,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
cranky,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
crannies,1e-10,1e-10,1e-10,1e-10,2.0,1e-10
crawford,1e-10,1e-10,1e-10,1e-10,2.0,1e-10
crawfords,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
creaky,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
create,1e-10,1e-10,1e-10,1e-10,3.0,1e-10
creates,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
credited,1e-10,1e-10,1e-10,1e-10,2.0,1e-10
creditor,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
creditors,1e-10,1e-10,1e-10,1e-10,4.0,1e-10
credulity,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
cringing,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
crochet,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
crocheting,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
crook,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
croupier,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
crunching,1e-10,1e-10,1e-10,1e-10,2.0,1e-10
crustacean,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
crusted,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
crystallized,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
cuddy,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
culminated,1e-10,1e-10,1e-10,1e-10,2.0,1e-10
culpably,1e-10,1e-10,1e-10,1e-10,3.0,1e-10
cumulus,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
curiosities,1e-10,1e-10,1e-10,1e-10,1.0,3.0
currents,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
curtailing,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
cuss,1e-10,1e-10,1e-10,1e-10,2.0,1e-10
cussin,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
cy,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
cynical,1e-10,1e-10,1e-10,1e-10,3.0,1e-10
cynicism,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
cynosure,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
cyprian,1e-10,1e-10,1e-10,1e-10,2.0,1e-10
daft,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
daintiest,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
damaged,1e-10,1e-10,1e-10,1e-10,3.0,1.0
damn,1e-10,1e-10,1e-10,1e-10,3.0,1e-10
dampness,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
dan,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
dances,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
darwinism,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
das,1e-10,1e-10,1e-10,1e-10,1.0,1.0
dat,1e-10,1e-10,1e-10,1e-10,54.0,1e-10
davits,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
dawned,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
dawson,1e-10,1e-10,1e-10,1e-10,1.0,3.0
deals,1e-10,1e-10,1e-10,1e-10,1.0,1.0
dean,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
deathbed,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
debasing,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
debit,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
debts,1e-10,1e-10,1e-10,1e-10,4.0,1e-10
decalogue,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
decaying,1e-10,1e-10,1e-10,1e-10,1.0,1.0
decease,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
deceiving,1e-10,1e-10,1e-10,1e-10,1.0,1.0
decency,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
deceptively,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
deciding,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
decisions,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
decisively,1e-10,1e-10,1e-10,1e-10,3.0,1e-10
declivity,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
decorate,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
decorous,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
deduct,1e-10,1e-10,1e-10,1e-10,2.0,1e-10
deficit,1e-10,1e-10,1e-10,1e-10,3.0,1e-10
definding,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
delhi,1e-10,1e-10,1e-10,1e-10,1.0,1.0
deliberation,1e-10,1e-10,1e-10,1e-10,1.0,1.0
delightfully,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
deliverance,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
delivering,1e-10,1e-10,1e-10,1e-10,2.0,1e-10
delparte,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
delporte,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
dem,1e-10,1e-10,1e-10,1e-10,4.0,1e-10
demanding,1e-10,1e-10,1e-10,1e-10,3.0,1e-10
demands,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
demndest,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
demned,1e-10,1e-10,1e-10,1e-10,8.0,1e-10
demonstrate,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
demoralization,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
demoralized,1e-10,1e-10,1e-10,1e-10,2.0,1e-10
denounced,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
denouncing,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
depicted,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
depinded,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
deplorable,1e-10,1e-10,1e-10,1e-10,2.0,1e-10
deplored,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
deportment,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
deprecatingly,1e-10,1e-10,1e-10,1e-10,3.0,1.0
depreciate,1e-10,1e-10,1e-10,1e-10,2.0,1e-10
depreciated,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
depreciates,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
depressing,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
deranged,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
derisive,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
derive,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
derived,1e-10,1e-10,1e-10,1e-10,2.0,1e-10
deriving,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
derringer,1e-10,1e-10,1e-10,1e-10,2.0,1e-10
descanted,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
descanting,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
describing,1e-10,1e-10,1e-10,1e-10,2.0,1e-10
dese,1e-10,1e-10,1e-10,1e-10,2.0,1e-10
designing,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
desks,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
desperado,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
despondent,1e-10,1e-10,1e-10,1e-10,1.0,1.0
desponding,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
despondingly,1e-10,1e-10,1e-10,1e-10,2.0,1e-10
deterioration,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
determinating,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
detractors,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
deuced,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
deucedly,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
deutsche,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
devising,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
dey,1e-10,1e-10,1e-10,1e-10,6.0,1e-10
dictating,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
diddleums,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
dier,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
diers,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
dies,1e-10,1e-10,1e-10,1e-10,3.0,1.0
differently,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
digested,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
digger,1e-10,1e-10,1e-10,1e-10,2.0,1.0
dilating,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
diligently,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
dillon,1e-10,1e-10,1e-10,1e-10,2.0,1e-10
diminution,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
diminutive,1e-10,1e-10,1e-10,1e-10,1.0,1.0
dimmer,1e-10,1e-10,1e-10,1e-10,2.0,1e-10
dimsdale,1e-10,1e-10,1e-10,1e-10,97.0,1e-10
dimsdales,1e-10,1e-10,1e-10,1e-10,7.0,1e-10
dined,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
diner,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
dinghy,1e-10,1e-10,1e-10,1e-10,5.0,1e-10
dinners,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
dipsomaniac,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
dire,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
direst,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
disagreeable,1e-10,1e-10,1e-10,1e-10,3.0,1e-10
disagreeably,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
disarticulated,1e-10,1e-10,1e-10,1e-10,2.0,1e-10
disclosure,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
discomforts,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
discomposed,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
discouragements,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
discoverer,1e-10,1e-10,1e-10,1e-10,1.0,1.0
discoveries,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
discs,1e-10,1e-10,1e-10,1e-10,2.0,1.0
disentangle,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
disfigurement,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
dishevelled,1e-10,1e-10,1e-10,1e-10,4.0,1.0
dishonest,1e-10,1e-10,1e-10,1e-10,3.0,1e-10
dishonourable,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
disinfectants,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
disinterested,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
disliked,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
disown,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
dispel,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
dispirited,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
disrepair,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
dissatisfactory,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
dissected,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
dissipate,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
dissipation,1e-10,1e-10,1e-10,1e-10,2.0,1e-10
dissipations,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
distemper,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
distracting,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
distributing,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
distriss,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
disturb,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
disturbance,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
disturbing,1e-10,1e-10,1e-10,1e-10,2.0,1e-10
dittoes,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
diver,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
diverted,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
dividends,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
divides,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
divil,1e-10,1e-10,1e-10,1e-10,14.0,1e-10
divilment,1e-10,1e-10,1e-10,1e-10,2.0,1e-10
divils,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
divine,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
divines,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
divisions,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
divulge,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
doan,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
dock,1e-10,1e-10,1e-10,1e-10,9.0,1e-10
docks,1e-10,1e-10,1e-10,1e-10,6.0,1.0
docther,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
doctors,1e-10,1e-10,1e-10,1e-10,3.0,1.0
dodge,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
dodged,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
dodgers,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
dodging,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
doggedly,1e-10,1e-10,1e-10,1e-10,2.0,1e-10
dolefully,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
domestics,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
dominican,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
donnerwetter,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
doomed,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
doot,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
dooty,1e-10,1e-10,1e-10,1e-10,2.0,1e-10
doree,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
dormouse,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
dose,1e-10,1e-10,1e-10,1e-10,1.0,1.0
dotage,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
dots,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
dover,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
downhill,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
downiest,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
downstretched,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
dozed,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
dram,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
draper,1e-10,1e-10,1e-10,1e-10,2.0,1e-10
drapery,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
draughty,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
dreadfully,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
dreamlessly,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
dreariness,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
drenched,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
driacal,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
drinkin,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
drivers,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
drooned,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
drug,1e-10,1e-10,1e-10,1e-10,2.0,1e-10
drying,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
dubiously,1e-10,1e-10,1e-10,1e-10,2.0,1e-10
dublin,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
duds,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
duffield,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
dullness,1e-10,1e-10,1e-10,1e-10,2.0,1e-10
dumbfounded,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
dummheiten,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
dungeness,1e-10,1e-10,1e-10,1e-10,2.0,1e-10
dunross,1e-10,1e-10,1e-10,1e-10,2.0,1e-10
duped,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
durable,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
durer,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
durham,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
dursn,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
dutchman,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
dutoitspan,1e-10,1e-10,1e-10,1e-10,4.0,1e-10
dysentery,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
ead,1e-10,1e-10,1e-10,1e-10,1.0,1.0
eart,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
earthquake,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
eastbourne,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
eavesdroppers,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
ebb,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
ebbs,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
eccleston,1e-10,1e-10,1e-10,1e-10,21.0,1e-10
ecclestone,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
ecclestonians,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
echinus,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
eckermann,1e-10,1e-10,1e-10,1e-10,3.0,1e-10
eclipsed,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
ed,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
eddied,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
eddying,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
edifice,1e-10,1e-10,1e-10,1e-10,4.0,1e-10
edified,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
edifying,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
edited,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
editor,1e-10,1e-10,1e-10,1e-10,3.0,1e-10
educatin,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
educating,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
ee,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
eel,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
eerie,1e-10,1e-10,1e-10,1e-10,3.0,1.0
effected,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
effectively,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
efficacy,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
effluvium,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
eggs,1e-10,1e-10,1e-10,1e-10,5.0,1.0
egress,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
eine,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
ejaculate,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
elapsed,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
elated,1e-10,1e-10,1e-10,1e-10,2.0,1.0
elected,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
electors,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
electricity,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
electrified,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
elegantly,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
element,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
elevate,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
elevated,1e-10,1e-10,1e-10,1e-10,2.0,1e-10
eley,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
elicit,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
eliciting,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
elman,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
elp,1e-10,1e-10,1e-10,1e-10,3.0,1e-10
em,1e-10,1e-10,1e-10,1e-10,23.0,1.0
emanated,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
embankment,1e-10,1e-10,1e-10,1e-10,4.0,1e-10
embark,1e-10,1e-10,1e-10,1e-10,4.0,1e-10
embarking,1e-10,1e-10,1e-10,1e-10,1.0,1.0
eminent,1e-10,1e-10,1e-10,1e-10,2.0,1e-10
eminently,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
emitted,1e-10,1e-10,1e-10,1e-10,2.0,1e-10
emotionless,1e-10,1e-10,1e-10,1e-10,2.0,1e-10
emperor,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
emperors,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
emphasize,1e-10,1e-10,1e-10,1e-10,4.0,1e-10
emphasizing,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
employees,1e-10,1e-10,1e-10,1e-10,2.0,1e-10
employers,1e-10,1e-10,1e-10,1e-10,3.0,1e-10
employments,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
emulating,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
enamoured,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
enclose,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
encouragingly,1e-10,1e-10,1e-10,1e-10,3.0,1e-10
endeavours,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
endermann,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
endogenous,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
endorse,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
endurable,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
enduring,1e-10,1e-10,1e-10,1e-10,3.0,1e-10
energetically,1e-10,1e-10,1e-10,1e-10,3.0,1e-10
engagement,1e-10,1e-10,1e-10,1e-10,12.0,1e-10
engagements,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
engineer,1e-10,1e-10,1e-10,1e-10,4.0,1.0
enigma,1e-10,1e-10,1e-10,1e-10,1.0,1.0
enjoy,1e-10,1e-10,1e-10,1e-10,3.0,1.0
enjoying,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
enjoyment,1e-10,1e-10,1e-10,1e-10,2.0,1e-10
enlarged,1e-10,1e-10,1e-10,1e-10,1.0,1.0
enlarges,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
enlightened,1e-10,1e-10,1e-10,1e-10,2.0,1e-10
enormity,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
ensconced,1e-10,1e-10,1e-10,1e-10,2.0,1e-10
ensemble,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
ensnare,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
entertain,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
entertained,1e-10,1e-10,1e-10,1e-10,3.0,1e-10
entertaining,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
entertainment,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
entire,1e-10,1e-10,1e-10,1e-10,3.0,1e-10
entirety,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
entranced,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
entries,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
envelopes,1e-10,1e-10,1e-10,1e-10,3.0,1.0
epicurean,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
epilepsy,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
epistles,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
equator,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
equinoctial,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
equipage,1e-10,1e-10,1e-10,1e-10,2.0,1e-10
esmond,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
estimate,1e-10,1e-10,1e-10,1e-10,3.0,1e-10
estimating,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
ethnological,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
eton,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
eulogy,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
european,1e-10,1e-10,1e-10,1e-10,2.0,1e-10
evade,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
evans,1e-10,1e-10,1e-10,1e-10,8.0,1e-10
evenin,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
eventful,1e-10,1e-10,1e-10,1e-10,7.0,1e-10
eventless,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
everard,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
everythink,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
evince,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
evolution,1e-10,1e-10,1e-10,1e-10,3.0,1e-10
evolved,1e-10,1e-10,1e-10,1e-10,2.0,1e-10
exam,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
examinations,1e-10,1e-10,1e-10,1e-10,2.0,1e-10
examiner,1e-10,1e-10,1e-10,1e-10,9.0,1e-10
examiners,1e-10,1e-10,1e-10,1e-10,8.0,1e-10
exciseman,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
excitable,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
exclusiveness,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
excused,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
excuses,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
execrable,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
executed,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
execution,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
exemplary,1e-10,1e-10,1e-10,1e-10,2.0,1e-10
exemplified,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
exert,1e-10,1e-10,1e-10,1e-10,1.0,1.0
exhibited,1e-10,1e-10,1e-10,1e-10,4.0,1.0
